"Name","Category","Author","Description","Rating","Num of Reviews","ASIN","Application ID","Release Date","Invocation Name","Example Interaction 1","Example Interaction 2","Example Interaction 3","Privacy Policy","Terms of Use","In-App Purchasing"
"AnyMote Smart Remote","Home-Automation","AB Mobile","Control all your home electronics over Wi-Fi or InfraRed through the Smart IR Remote and AnyMote skill for Alexa. To use this skill, you need Smart IR Remote - AnyMote from Google Play or Apple AppStore. If you want to control devices that have infrared sensors (e.g., a TV, Set Top Box, AV equipment, etc.), you’ll need a phone that has an IR Blaster like the Galaxy S4, S5, S6, HTC One, LG G4 (Moto G, E, X and the Fire Phone don't have it), or an external IR Blaster accessory, like the AnyMote Home.  For more information and setup instructions, go to www.anymote.io/alexa  \n\nOnce you’re all set up and have your remotes added in the Smart IR Remote - AnyMote app, you can perform all the actions you’d normally perform through the remote - just by asking Alexa.",2.6,29,"B018YICXQS","amzn1.echo-sdk-ams.app.8490411f-89ee-4b91-bedc-44cf18e343ec","2015-12-04 16:32:23","any mote","Alexa, ask AnyMote to pause my Sonos.","Alexa, ask AnyMote to power off my TV.","Alexa, ask AnyMote to volume down my XBMC.","http://colortiger.com/remote/terms/","http://colortiger.com/remote/terms/","No"
"Anythings","Connected-Home","Molly","Anythings guides you towards a better understanding of how technology can empower your life. Discover the most popular products curated by IoT Lovers. Find smart devices that suit your need.\n\nWith the Anythings Skill, you can be the first to know what are the top smart things. Simply ask anythings what are the best new smart devices.\n\nGet your smart things to work together on anythings.co\nYou can list your smart devices, see how they are working together and find new compatible products. Join us on anythings.co",0,0,"B01CZ3JZ7I","amzn1.echo-sdk-ams.app.459aa08f-5c0a-43cf-9f18-0f8dedf034ae","2016-03-14 17:45:54","any things","Alexa, ask anythings what are the best new smart devices","Alexa, ask anythings what are some cool smart things","","","","No"
"AOL","News","AOL Inc.","AOL gives you the information that you need to know to keep you informed and up to date with the news. Headlines are curated by our team of editors and sourced from all of our media brands, to bring you the top stories covering a wide arrange of categories such as: headlines, news, sports, finance and entertainment.\n\nYou can ask AOL in a natural tone for things like: ""Alexa, ask AOL what's happening right now"", ""Alexa, ask AOL for today's news"", ""Alexa, ask AOL for the sports news"", \n""Alexa, ask AOL what's happening in entertainment"", ""Alexa, ask AOL what's happening in finance"" or any combination of these.\n\nYou can ask for help at any time by simply saying “help me” and cancel your request by just saying “stop”.",2.1,6,"B018MQKSTQ","amzn1.echo-sdk-ams.app.4f0914d6-c863-4388-8794-4a7cb000b134","2015-11-27 12:58:14","a. o. l.","Alexa, ask AOL for the top headlines","Alexa, ask AOL for the sports news","Alexa, ask AOL what's happening in entertainment","http://privacy.aol.com/","http://legal.aol.com/TOS/","No"
"Apollo - God of Music","Music","BEL Coding","Apollo, the god of music, will share music related facts and let you know who are the hottest artists of the week.",2.7,3,"B018YKKWKK","amzn1.echo-sdk-ams.app.6d0a12d6-8770-4f92-baee-7232bdfe1962","2015-12-09 18:03:30","apollo","Alexa, ask Apollo to tell me a fact","Alexa, ask Apollo tell me top ten artists","Alexa, ask Apollo what do you do","","","No"
"Applause","Entertainment","Matchbox mobile","Get a round of applause in any situation with the Alexa Applause Skill. Ask for an applause and have a whole crowd of people cheering for you!",2.5,4,"B01CSBIXWU","amzn1.echo-sdk-ams.app.aa5859fd-d8f9-4403-bda5-3b2da41192e5","2016-03-10 03:02:39","applause","Alexa open applause","","","","","No"
"APRS","Other","Nortius Systems","Locate APRS stations using the APSR Internet System, and reverse-geocode the locations to approximate addresses.",3,3,"B01AVCIIQY","amzn1.echo-sdk-ams.app.6c7d6dc1-03aa-4e86-ad34-3af707889bae","2016-01-20 13:21:13","a. p. r. s.","Alexa, use APRS and locate kilo victor six mike dash seven","Alexa, ask APRS where is kilo victor six mike","Alexa, ask APRS where's k. v. six m. dash seven","http://kv6m.org/alexa-aprs/#privacy","http://kv6m.org/alexa-aprs/#terms","No"
"Area Code","Reference","Per4mnce Software","This skill will return a description of the area represented by an area code.",4.1,10,"B01BO32DH4","amzn1.echo-sdk-ams.app.582bb4be-a571-4c73-bda7-ae2cfe19d47c","2016-02-11 14:04:44","area code","Alexa, ask Area Code where is eight six zero","Alexa, ask Area Code to lookup eight six zero","Alexa, ask Area Code to find eight six zero","","","No"
"Aromatherapy","Health-and-Fitness","Unity App Design","Aromatherapy is a skill that can help you with some common diffuser recipes for use with your essential oils collection. We are continuing to add recipes so let us know at AromatherapySkill.com and we can add the recipes you love.\n\nTo use this skill, enable it. Then you can ask the following:\n\nAsk Aromatherapy for a recipe for focus.\nAsk Aromatherapy for a recipe for happy kids.\nAsk Aromatherapy for a recipe for stress relief.\n\nYou can also say things like:\nAsk Aromatherapy what is a recipe for peace. \nAsk Aromatherapy what is the recipe for a headache.\nAsk Aromatherapy what is a recipe for morning sickness.\n\nPlease visit us at www.aromatherapyskill.com and let us know what  recipes you would like to see next or you can send us feedback below. You can also join our mailing list to get updates and alerts when we add new functionality.",0,0,"B01EKX7WKS","amzn1.echo-sdk-ams.app.c2984701-7096-4325-b3d0-0a6dcfc4f220","2016-05-06 08:08:33","aromatherapy","Alexa, Ask Aromatherapy for a recipe for focus.","Alexa, Ask Aromatherapy  what is the recipe for a headache.","Alexa, Ask Aromatherapy to give me a recipe for stress relief.","","","No"
"Artie","Other","imperson","Meet our new intern! He's so excited to be working at imperson that he can't stop talking about it... In fact, he's made it his mission to chat with people 24/7.",2.3,3,"B01E2DTXVC","amzn1.echo-sdk-ams.app.ea738b17-dbf0-4eb8-b04f-b35046bb50a7","2016-04-19 09:32:34","artie","Alexa, talk to Artie","Alexa, ask Artie to tell me about imperson","Alexa, tell Artie hello","http://imperson.com","","No"
"Ask Cloud Ninja","Other","Franklin Lobb","The Cloud Ninja skill is your guide to Amazon Web Services.  It will keep you up to date on announcements from AWS (What's New!), tell you more about individual AWS services (Tell me about AWS Lambda), and will accept your feedback and suggestions on what things you think should be added to the skill (Learn something new).",3,2,"B01CXTNFUC","amzn1.echo-sdk-ams.app.8aecc41d-56c1-456c-9bbe-2f4cb13e110c","2016-03-13 23:48:34","cloud ninja","Alexa, ask Cloud Ninja What's New","Tell me more about Amazon S3","Learn to tell me what alarms need attention","","","No"
"Ask Daddy","Games","Rick Wargo","Ask Daddy provides nurturing responses to things asked of him. Due to request, Ask Daddy is now much kinder, generally saying yes to requests.",1.7,19,"B018F5RD8I","amzn1.echo-sdk-ams.app.b16f6e14-3e4f-4f70-8098-5fb1f666a0cd","2015-11-23 16:54:35","daddy","Alexa, ask Daddy for a hug.","Alexa, ask Daddy for a dog.","Alexa, ask Daddy for candy.","","","No"
"Ask Earthquakes","Reference","HDRider","Earthquakes will tell you all of the recent earthquakes around the world. Ask earthquakes, what's shakin', what's new, or just give me an update and Alexa will tell you all about the most recent earthquakes.",4.6,12,"B01AX7PVIK","amzn1.echo-sdk-ams.app.fadc6792-08ac-4834-bc31-d178eb0cf4fa","2016-01-21 16:34:27","earthquakes","Alexa, Ask earthquakes what's shakin'","Alexa, Ask earthquakes for an update","Alexa, Ask earthquakes about today's quakes","http://www.hrdirder.net/policy.html","http://www.hdrider.net/terms.html","No"
"Ask Grandmom","Games","Rick Wargo","Ask Grandmom provides comic relief by responding with an answer of yes for most requests - just like a typical grandparent. This is most enjoyed when Ask Daddy is also installed. New requests get custom responses, so check back often to see how Grandmom can fulfill your request.",2.2,11,"B018F5OQ2Y","amzn1.echo-sdk-ams.app.64f5259f-6242-4e03-8104-5c4a1ad3f26a","2015-11-23 16:52:25","grandmom","Alexa, ask Grandmom for candy.","Alexa, ask Grandmom for a dog.","Alexa, ask Grandmom for a hug.","","","No"
"Ask My Buddy","Communications","Beach.Dev","If you have fallen, or need help, Ask My Buddy is designed to let you immediately alert friends and family that you have an urgent need.  Simply say, 'Alexa, Ask My Buddy to alert everyone', and Ask My Buddy will send an alert to everyone on your list, notifying them to check on you right away.  Alerts will be sent by text message / SMS, an email, and even a voice telephone call.  \n\nAdding friends and family to your contacts is easy.  Once you link Alexa with the Ask My Buddy skill, select to Register, then add the names and information for those you would like contacted in the event of an emergency.  That's it!  Ask My Buddy is there for you.",2.9,18,"B017YAF22Y","amzn1.echo-sdk-ams.app.6cc3bc17-3a82-4353-b6e4-011774974ad0","2015-11-13 17:22:45","my buddy","Alexa, ask My Buddy to help me get started","Alexa, ask My Buddy to alert James.","Alexa, ask My Buddy to alert everyone.","http://www.askmybuddy.net/privacy.html","http://www.askmybuddy.net/tos.html","No"
"AskAboutTrump","Entertainment","Chris Moyer","Ask Donald Trump a question, about his policies, or how he will make america great again",1,5,"B01BUKMHKY","amzn1.echo-sdk-ams.app.4c357994-13f3-42bb-8ef3-215199918139","2016-02-16 17:20:45","trump","Alexa, ask Trump how do you feel about china","how are you doing in the polls","for a quote","","","No"
"Athan","Other","Ahmed Eleryan","Athan provides the Islamic Prayer Times in a given city. You can ask Athan for the five prayer times for the day or for the time of the next prayer. Disclaimer: Prayer times are provided by MuslimSalat.com. Skill icon is provided by http://www.designbolts.com.",4.7,7,"B01BLWYA74","amzn1.echo-sdk-ams.app.55ff625b-1564-4735-86fc-116486a0b175","2016-02-09 17:45:07","daily prayers","Alexa, ask Daily Prayers for prayer times in Seattle","Alexa, ask Daily Prayers for next prayer in New York","Alexa, open Daily Prayers","","","No"
"Atlas","Reference","Developer","This is a small reference skill that finds the latitude and longitude of almost any town or city in the United States.  The user simply asks for the location of a city, including the state where the city is located, and Atlas looks up the coordinates.",0,0,"B01DKT5O7G","amzn1.echo-sdk-ams.app.608aa413-ba97-41e2-8ffb-13a716fba91c","2016-04-14 08:02:51","atlas","Alexa, ask Atlas to find Boston, Massachusetts","Alexa, ask Atlas to get the location of Chicago, Illinois","Alexa, ask Atlas to locate Los Angeles, California","","","No"
"Audio Goal","Other","RJ Duckburgh","Celebrate a goal - or anything else - with a classic audio ""GOOOOOL"" sound.  Try different languages too (Currently supports French and Spanish)",3.8,14,"B019DAF4D0","amzn1.echo-sdk-ams.app.bfca5696-4914-4d3f-ac01-d882e72f329a","2015-12-14 19:30:04","audio goal","Alexa, ask Audio Goal for a goal","Alexa, ask Audio Goal for a French Goal","Alexa, ask Audio Goal for supported languages","","","No"
"Aussie Facts","Education","Braiden Judd","Learn about the interesting country called Australia. Why are the koala's dying? Did a prime minister really disappear? How big is Australia, really? Ask Alexa and find out!",0,0,"B01DSMSY7C","amzn1.echo-sdk-ams.app.7f9f1b10-4482-42ed-b4f4-d3cb5163d675","2016-04-06 05:32:46","aussie fact","Alexa, Open Aussie Fact","Alexa, Launch Aussie Fact and give me a fact","Alexa Start Aussie Fact and give me a fact","","","No"
"Austin School Lunches","Reference","Mark Schulze","Have Alexa read you the Austin ISD elementary school lunch menu for today, tomorrow or any other upcoming date. Just say, ""Alexa open school lunch"" to get today's menu (or, if it's after noon, the next school day's menu). You can also ask for any other day within the upcoming month or so (depending upon menu availability), by saying, ""Alexa ask school lunch for Monday"" or ""Alexa ask school lunch for May 17th"", for example.",0,0,"B01EZ6691S","amzn1.echo-sdk-ams.app.2072e620-df86-49b5-ae23-c7e0581f431b","2016-05-05 06:38:36","school lunch","Alexa open school lunch","Alexa ask school lunch for tomorrow","Alexa ask school lunch for Monday","","","No"
"Austin Trivia","Reference","Curtis Stewart","To get started, say, ""Alexa, open Austin Trivia"".  Alexa will then respond with instructions, how the game works, and your first question.",0,0,"B01EUC1NGS","amzn1.echo-sdk-ams.app.79796f77-f746-4750-9f8e-1f6bc51fe3b5","2016-04-28 17:08:31","austin trivia","Alexa, open Austin Trivia","The answer is 2","Start new game","","","No"
"Automatic","Home-Automation","Automatic","Alexa can finally talk to your car with the Amazon Echo skill from Automatic.Link your Automatic and Amazon accounts and you can ask Alexa where your car is located, how much fuel you have left, and how much you've driven in the last day, the last week, the last month, or even the last year. This skill requires an Automatic adapter. http://amzn.com/B00UZ0OHIQ ",4.5,17,"B017OJL1IE","amzn1.echo-sdk-ams.app.ece04417-303a-425d-9a6d-e126d604281e","2015-11-17 15:46:19","automatic","Alexa, ask Automatic where my car is.","Alexa, ask Automatic if I need gas.","Alexa, ask Automatic how far I drove last week.","https://www.automatic.com/legal/","","No"
